id,latitude,longitude,state_name,pop,pop_rank
47535,10.5450001591358,7.37166665174145,Kaduna,85726.1031455994,1
47536,11.1641668233109,7.65583331726459,Kaduna,67630.4104819298,2
47537,10.5908334922847,7.47499998465895,Kaduna,53328.3536980152,3
47538,10.6808334919225,8.27583331476962,Kaduna,45661.9783308506,4
47539,10.4291668262686,7.52749998444768,Kaduna,42567.7990648746,5
47540,10.4575001594879,7.49083331792857,Kaduna,41275.1627374888,6
47541,11.3766668224557,7.88166664968913,Kaduna,41066.5359716415,7
47542,10.4775001594074,7.37583331839135,Kaduna,38732.1537492275,8
47543,11.1750001566006,8.22499998164084,Kaduna,37942.1972312927,9
47544,10.4400001595584,8.65499997991046,Kaduna,34457.2194743156,10
47545,10.4333334929185,7.45583331806941,Kaduna,32924.0449038744,11
47546,10.537500159166,7.48666665127867,Kaduna,32001.9913829565,12
47547,9.57000016305936,7.43499998481992,Kaduna,29546.2425711155,13
47548,9.58166682967908,8.28666664805935,Kaduna,26664.804125309,14
47549,9.60916682956841,8.3924999809668,Kaduna,26530.0445694923,15
47550,10.3991668263893,7.71583331702314,Kaduna,23416.2117133141,16
47551,11.0641668237133,7.67333331719416,Kaduna,21337.7299489975,17
47552,11.19833348984,7.56249998430684,Kaduna,20712.5441193581,18
47553,10.2766668268823,8.54749998034306,Kaduna,20705.2595071793,19
47554,10.4866668260372,7.46249998470925,Kaduna,20597.8073766232,20
47555,10.4108334930091,7.4066666516006,Kaduna,20423.7814198732,21
47556,9.46583349681187,8.38666664765694,Kaduna,20347.7573730946,22
47557,10.8000001581097,8.15749998191247,Kaduna,19753.8054504395,23
47558,9.38000016382395,8.58333331353219,Kaduna,19741.133715868,24
47559,10.620000158834,7.46249998470925,Kaduna,19729.0090043545,25
47560,11.5008334886227,8.15499998192253,Kaduna,19462.0862140656,26
47561,10.5333334925161,8.69333331308954,Kaduna,19370.7202744484,27
47562,9.6966668292163,7.45499998473944,Kaduna,19104.5009850264,28
47563,11.20166682316,7.79666665003118,Kaduna,18847.3478689194,29
47564,10.3250001600211,8.38749998098692,Kaduna,18830.3722782135,30
47565,9.34666683062475,8.60666664677163,Kaduna,18342.5791079998,31
47566,10.6175001588441,7.23416665229477,Kaduna,17728.3524808884,32
47567,9.44333349690242,7.8124999833008,Kaduna,16850.3899269104,33
47568,11.0466668237837,6.99416665326056,Kaduna,16668.7213287354,34
47569,10.7666668249105,7.51749998448793,Kaduna,16202.3167421818,35
47570,10.4008334930493,8.69749997973944,Kaduna,15569.3028819561,36
47571,10.3858334931097,8.57333331357243,Kaduna,15555.0424377918,37
47572,10.3158334933913,7.38249998503119,Kaduna,15033.1049692631,38
47573,10.4983334926569,8.59499998015191,Kaduna,14857.2044489384,39
47574,10.4316668262586,7.50416665120825,Kaduna,14540.3212709427,40
47575,11.240000156339,8.02166664912575,Kaduna,14302.7344124317,41
47576,9.67083349598692,8.5124999804839,Kaduna,13711.9585261345,42
47577,11.2525001562887,6.95333332009155,Kaduna,13657.1258926392,43
47578,9.43250016361268,8.35416664778772,Kaduna,12910.8259351254,44
